country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Austria,AT,2020-W15,national,AT,Austria,1954,12339,8901064,138.6238769,15.83596726,Manual webscraping
Austria,AT,2020-W16,national,AT,Austria,773,58488,8901064,657.0899838,1.321638627,Manual webscraping
Austria,AT,2020-W17,national,AT,Austria,479,33443,8901064,375.7191275,1.432287773,Manual webscraping
Austria,AT,2020-W18,national,AT,Austria,349,26598,8901064,298.8182087,1.312128731,Country website
Austria,AT,2020-W19,national,AT,Austria,249,42153,8901064,473.5725976,0.590705288,Country website
Austria,AT,2020-W20,national,AT,Austria,367,46001,8901064,516.8033844,0.797808743,Country website
Austria,AT,2020-W21,national,AT,Austria,285,39348,8901064,442.0595111,0.724306191,Country website
Austria,AT,2020-W22,national,AT,Austria,203,46677,8901064,524.3979821,0.4349037,Country website
Austria,AT,2020-W23,national,AT,Austria,226,41063,8901064,461.3268706,0.550373816,Country website
Austria,AT,2020-W24,national,AT,Austria,170,35243,8901064,395.941429,0.482365292,Country website
Austria,AT,2020-W25,national,AT,Austria,247,15775,8901064,177.2260035,1.565768621,Country website
Austria,AT,2020-W26,national,AT,Austria,340,61905,8901064,695.4786529,0.549228657,Country website
Austria,AT,2020-W27,national,AT,Austria,644,45284,8901064,508.7481676,1.422135854,Country website
Austria,AT,2020-W28,national,AT,Austria,578,48936,8901064,549.7769705,1.181134543,Country website
Austria,AT,2020-W29,national,AT,Austria,724,51929,8901064,583.4021641,1.394211327,Country website
Austria,AT,2020-W30,national,AT,Austria,915,99229,8901064,1114.799309,0.922109464,Country website
Austria,AT,2020-W31,national,AT,Austria,823,57416,8901064,645.0464798,1.433398356,Country website
Austria,AT,2020-W32,national,AT,Austria,702,56554,8901064,635.3622443,1.241291509,Country website
Austria,AT,2020-W33,national,AT,Austria,1362,56622,8901064,636.1261979,2.405425453,Country website
Austria,AT,2020-W34,national,AT,Austria,1866,76497,8901064,859.4141105,2.439311346,Country website
Austria,AT,2020-W35,national,AT,Austria,1979,77105,8901064,866.2447546,2.56662992,Country website
Austria,AT,2020-W36,national,AT,Austria,1976,83733,8901064,940.7077626,2.359882006,Country website
Austria,AT,2020-W37,national,AT,Austria,4141,86241,8901064,968.8841694,4.801660463,Country website
Austria,AT,2020-W38,national,AT,Austria,5222,102617,8901064,1152.862175,5.088825438,Country website
Austria,AT,2020-W39,national,AT,Austria,4909,110816,8901064,1244.974758,4.429865723,Country website
Austria,AT,2020-W40,national,AT,Austria,5152,130874,8901064,1470.318605,3.936610786,Country website
Austria,AT,2020-W41,national,AT,Austria,7365,124663,8901064,1400.54043,5.907927773,TESSy
Austria,AT,2020-W42,national,AT,Austria,9574,129647,8901064,1456.533736,7.384667597,TESSy
Austria,AT,2020-W43,national,AT,Austria,16979,158997,8901064,1786.269597,10.67881784,TESSy
Austria,AT,2020-W44,national,AT,Austria,28574,167926,8901064,1886.583447,17.0158284,TESSy
Austria,AT,2020-W45,national,AT,Austria,41398,199567,8901064,2242.057803,20.74391057,TESSy
Austria,AT,2020-W46,national,AT,Austria,50986,215044,8901064,2415.935893,23.70956641,TESSy
Austria,AT,2020-W47,national,AT,Austria,42630,207745,8901064,2333.93446,20.52034947,TESSy
Austria,AT,2020-W48,national,AT,Austria,32058,196461,8901064,2207.163099,16.31774245,TESSy
Austria,AT,2020-W49,national,AT,Austria,22794,163770,8901064,1839.892399,13.91830005,TESSy
Austria,AT,2020-W50,national,AT,Austria,19060,162984,8901064,1831.061994,11.69439945,TESSy
Austria,AT,2020-W51,national,AT,Austria,16186,185766,8901064,2087.008924,8.713112195,TESSy
Austria,AT,2020-W52,national,AT,Austria,15164,163961,8901064,1842.03821,9.248540812,TESSy
Austria,AT,2020-W53,national,AT,Austria,13188,127657,8901064,1434.176858,10.33080834,TESSy
Austria,AT,2021-W01,national,AT,Austria,15133,137035,8901064,1539.535049,11.04316416,TESSy
Austria,AT,2021-W02,national,AT,Austria,11406,911735,8901064,10242.98893,1.251021404,TESSy
Austria,AT,2021-W03,national,AT,Austria,10421,1144351,8901064,12856.33942,0.91064717,TESSy
Austria,AT,2021-W04,national,AT,Austria,9451,655713,8901064,7366.681107,1.441331802,TESSy
Austria,AT,2021-W05,national,AT,Austria,10467,960284,8901064,10788.4181,1.089990045,TESSy
Austria,AT,2021-W06,national,AT,Austria,8442,1477892,8901064,16603.54313,0.571219007,TESSy
Austria,AT,2021-W07,national,AT,Austria,11848,1500910,8901064,16862.14142,0.789387771,TESSy
Austria,AT,2021-W08,national,AT,Austria,14370,1582385,8901064,17777.48143,0.908122865,TESSy
Austria,AT,2021-W09,national,AT,Austria,15708,1651867,8901064,18558.08474,0.950924015,TESSy
Austria,AT,2021-W10,national,AT,Austria,18851,1829934,8901064,20558.59839,1.030146442,TESSy
Austria,AT,2021-W11,national,AT,Austria,20991,1991339,8901064,22371.92093,1.054114844,TESSy
Austria,AT,2021-W12,national,AT,Austria,21849,2081325,8901064,23382.87872,1.049763972,TESSy
Austria,AT,2021-W13,national,AT,Austria,21900,2169545,8901064,24373.99619,1.009428244,TESSy
Austria,AT,2021-W14,national,AT,Austria,18533,2067620,8901064,23228.90836,0.896344589,TESSy
Austria,AT,2021-W15,national,AT,Austria,16316,2165967,8901064,24333.79875,0.753289408,TESSy
Austria,AT,2021-W17,national,AT,Austria,12836,1951838,8901064,21928.14252,0.657636546,TESSy
Austria,AT,2021-W18,national,AT,Austria,8730,4889378,8901064,54930.26452,0.178550319,TESSy
Austria,AT,2021-W19,national,AT,Austria,5998,4060894,8901064,45622.56827,0.147701467,TESSy
Austria,AT,2021-W20,national,AT,Austria,4307,5607426,8901064,62997.25516,0.07680886,TESSy
Austria,AT,2021-W21,national,AT,Austria,3147,3668103,8901064,41209.71381,0.085793665,TESSy
Austria,AT,2021-W22,national,AT,Austria,2256,4859495,8901064,54594.54061,0.046424577,TESSy
Austria,AT,2021-W23,national,AT,Austria,1793,5649558,8901064,63470.59183,0.031736996,TESSy
Austria,AT,2021-W24,national,AT,Austria,635,5665559,8901064,63650.35686,0.011208073,TESSy
Austria,AT,2021-W25,national,AT,Austria,759,5452121,8901064,61252.46375,0.013921188,TESSy
Austria,AT,2021-W26,national,AT,Austria,647,4807705,8901064,54012.70005,0.013457564,TESSy
Austria,AT,2021-W27,national,AT,Austria,674,4072081,8901064,45748.24987,0.016551734,TESSy
Austria,AT,2021-W28,national,AT,Austria,2067,3403230,8901064,38233.96843,0.060736418,TESSy
Austria,AT,2021-W29,national,AT,Austria,2514,2807249,8901064,31538.35317,0.089553866,TESSy
Austria,AT,2021-W30,national,AT,Austria,3272,3220784,8901064,36184.25842,0.101590172,TESSy
Austria,AT,2020-W50,subnational,AT11,Burgenland,421,3723,293433,1268.773451,11.30808488,TESSy
Austria,AT,2020-W51,subnational,AT11,Burgenland,360,3487,293433,1188.346232,10.3240608,TESSy
Austria,AT,2020-W52,subnational,AT11,Burgenland,326,3334,293433,1136.204858,9.778044391,TESSy
Austria,AT,2020-W53,subnational,AT11,Burgenland,423,3900,293433,1329.093865,10.84615385,TESSy
Austria,AT,2021-W01,subnational,AT11,Burgenland,407,3383,293433,1152.903729,12.03074195,TESSy
Austria,AT,2021-W02,subnational,AT11,Burgenland,333,13416,293433,4572.082895,2.482110912,TESSy
Austria,AT,2021-W03,subnational,AT11,Burgenland,304,74843,293433,25505.99285,0.406183611,TESSy
Austria,AT,2021-W04,subnational,AT11,Burgenland,268,28355,293433,9663.193983,0.945159584,TESSy
Austria,AT,2021-W05,subnational,AT11,Burgenland,284,41235,293433,14052.61167,0.688735298,TESSy
Austria,AT,2021-W06,subnational,AT11,Burgenland,324,60129,293433,20491.56025,0.538841491,TESSy
Austria,AT,2021-W07,subnational,AT11,Burgenland,419,73605,293433,25084.09075,0.569254806,TESSy
Austria,AT,2021-W08,subnational,AT11,Burgenland,543,71927,293433,24512.23959,0.754932084,TESSy
Austria,AT,2021-W09,subnational,AT11,Burgenland,636,67147,293433,22883.24762,0.9471756,TESSy
Austria,AT,2021-W10,subnational,AT11,Burgenland,726,72432,293433,24684.34021,1.002319417,TESSy
Austria,AT,2021-W11,subnational,AT11,Burgenland,725,70879,293433,24155.08821,1.022869961,TESSy
Austria,AT,2021-W12,subnational,AT11,Burgenland,862,85688,293433,29201.89617,1.005975166,TESSy
Austria,AT,2021-W13,subnational,AT11,Burgenland,644,78730,293433,26830.6564,0.81798552,TESSy
Austria,AT,2021-W14,subnational,AT11,Burgenland,536,75529,293433,25739.77705,0.70966119,TESSy
Austria,AT,2021-W15,subnational,AT11,Burgenland,364,82808,293433,28220.41147,0.439571056,TESSy
Austria,AT,2021-W17,subnational,AT11,Burgenland,247,88162,293433,30045.01879,0.280166058,TESSy
Austria,AT,2021-W18,subnational,AT11,Burgenland,153,201287,293433,68597.2607,0.07601087,TESSy
Austria,AT,2021-W19,subnational,AT11,Burgenland,94,165872,293433,56528.06603,0.056670204,TESSy
Austria,AT,2021-W20,subnational,AT11,Burgenland,83,237326,293433,80879.11039,0.034972991,TESSy
Austria,AT,2021-W21,subnational,AT11,Burgenland,63,154256,293433,52569.41108,0.040841199,TESSy
Austria,AT,2021-W22,subnational,AT11,Burgenland,30,176926,293433,60295.19516,0.016956242,TESSy
Austria,AT,2021-W23,subnational,AT11,Burgenland,32,217977,293433,74285.10086,0.014680448,TESSy
Austria,AT,2021-W24,subnational,AT11,Burgenland,34,198513,293433,67651.90009,0.017127342,TESSy
Austria,AT,2021-W25,subnational,AT11,Burgenland,33,180286,293433,61440.26064,0.01830425,TESSy
Austria,AT,2021-W26,subnational,AT11,Burgenland,27,178673,293433,60890.56105,0.015111405,TESSy
Austria,AT,2021-W27,subnational,AT11,Burgenland,24,126039,293433,42953.24657,0.019041725,TESSy
Austria,AT,2021-W28,subnational,AT11,Burgenland,23,118628,293433,40427.62743,0.01938834,TESSy
Austria,AT,2021-W29,subnational,AT11,Burgenland,36,97179,293433,33117.95197,0.037045041,TESSy
Austria,AT,2021-W30,subnational,AT11,Burgenland,62,107866,293433,36760.00995,0.057478724,TESSy
Austria,AT,2020-W50,subnational,AT12,Nieder�sterreich,3035,37411,1677542,2230.108099,8.112587207,TESSy
Austria,AT,2020-W51,subnational,AT12,Nieder�sterreich,2575,40996,1677542,2443.813627,6.281100595,TESSy
Austria,AT,2020-W52,subnational,AT12,Nieder�sterreich,2267,35963,1677542,2143.791333,6.303701026,TESSy
Austria,AT,2020-W53,subnational,AT12,Nieder�sterreich,2563,35297,1677542,2104.090389,7.261240332,TESSy
Austria,AT,2021-W01,subnational,AT12,Nieder�sterreich,2525,43217,1677542,2576.209716,5.842608233,TESSy
Austria,AT,2021-W02,subnational,AT12,Nieder�sterreich,2028,97152,1677542,5791.330411,2.087450593,TESSy
Austria,AT,2021-W03,subnational,AT12,Nieder�sterreich,1856,587473,1677542,35019.86836,0.315929413,TESSy
Austria,AT,2021-W04,subnational,AT12,Nieder�sterreich,1705,54758,1677542,3264.180569,3.113700281,TESSy
Austria,AT,2021-W05,subnational,AT12,Nieder�sterreich,1845,258282,1677542,15396.45505,0.714335494,TESSy
Austria,AT,2021-W06,subnational,AT12,Nieder�sterreich,1956,318684,1677542,18997.08025,0.613774146,TESSy
Austria,AT,2021-W07,subnational,AT12,Nieder�sterreich,2665,326192,1677542,19444.63984,0.817003483,TESSy
Austria,AT,2021-W08,subnational,AT12,Nieder�sterreich,3323,322101,1677542,19200.77113,1.031663981,TESSy
Austria,AT,2021-W09,subnational,AT12,Nieder�sterreich,3624,365049,1677542,21760.94548,0.99274344,TESSy
Austria,AT,2021-W10,subnational,AT12,Nieder�sterreich,3845,401382,1677542,23926.79289,0.957940316,TESSy
Austria,AT,2021-W11,subnational,AT12,Nieder�sterreich,4660,450719,1677542,26867.82209,1.033903607,TESSy
Austria,AT,2021-W12,subnational,AT12,Nieder�sterreich,4675,506134,1677542,30171.1671,0.923668436,TESSy
Austria,AT,2021-W13,subnational,AT12,Nieder�sterreich,4623,542963,1677542,32366.58158,0.851439233,TESSy
Austria,AT,2021-W14,subnational,AT12,Nieder�sterreich,3198,483102,1677542,28798.20595,0.661972006,TESSy
Austria,AT,2021-W15,subnational,AT12,Nieder�sterreich,2681,500100,1677542,29811.47417,0.536092781,TESSy
Austria,AT,2021-W17,subnational,AT12,Nieder�sterreich,1665,352619,1677542,21019.98042,0.472181023,TESSy
Austria,AT,2021-W18,subnational,AT12,Nieder�sterreich,1137,917015,1677542,54664.20513,0.123989248,TESSy
Austria,AT,2021-W19,subnational,AT12,Nieder�sterreich,777,730309,1677542,43534.46888,0.106393321,TESSy
Austria,AT,2021-W20,subnational,AT12,Nieder�sterreich,631,1034421,1677542,61662.89726,0.061000308,TESSy
Austria,AT,2021-W21,subnational,AT12,Nieder�sterreich,585,587413,1677542,35016.29169,0.099589216,TESSy
Austria,AT,2021-W22,subnational,AT12,Nieder�sterreich,400,559875,1677542,33374.72326,0.071444519,TESSy
Austria,AT,2021-W23,subnational,AT12,Nieder�sterreich,293,817513,1677542,48732.78881,0.035840409,TESSy
Austria,AT,2021-W24,subnational,AT12,Nieder�sterreich,164,1051554,1677542,62684.21297,0.015595966,TESSy
Austria,AT,2021-W25,subnational,AT12,Nieder�sterreich,115,974045,1677542,58063.82195,0.011806436,TESSy
Austria,AT,2021-W26,subnational,AT12,Nieder�sterreich,106,899042,1677542,53592.81616,0.011790328,TESSy
Austria,AT,2021-W27,subnational,AT12,Nieder�sterreich,138,597211,1677542,35600.36053,0.023107411,TESSy
Austria,AT,2021-W28,subnational,AT12,Nieder�sterreich,275,528650,1677542,31513.36896,0.052019294,TESSy
Austria,AT,2021-W29,subnational,AT12,Nieder�sterreich,280,450797,1677542,26872.47175,0.062112215,TESSy
Austria,AT,2021-W30,subnational,AT12,Nieder�sterreich,465,490730,1677542,29252.91885,0.094756791,TESSy
Austria,AT,2020-W50,subnational,AT13,Wien,3209,55241,1897491,2911.265455,5.809091074,TESSy
Austria,AT,2020-W51,subnational,AT13,Wien,2397,68996,1897491,3636.170079,3.474114441,TESSy
Austria,AT,2020-W52,subnational,AT13,Wien,2209,62050,1897491,3270.107737,3.560032232,TESSy
Austria,AT,2020-W53,subnational,AT13,Wien,2239,23023,1897491,1213.339088,9.725057551,TESSy
Austria,AT,2021-W01,subnational,AT13,Wien,2431,29669,1897491,1563.591079,8.193737571,TESSy
Austria,AT,2021-W02,subnational,AT13,Wien,2029,177703,1897491,9365.156409,1.141792767,TESSy
Austria,AT,2021-W03,subnational,AT13,Wien,1814,120179,1897491,6333.574178,1.509415122,TESSy
Austria,AT,2021-W04,subnational,AT13,Wien,1854,145020,1897491,7642.723997,1.278444353,TESSy
Austria,AT,2021-W05,subnational,AT13,Wien,1692,210918,1897491,11115.62584,0.802207493,TESSy
Austria,AT,2021-W06,subnational,AT13,Wien,2064,309630,1897491,16317.86396,0.666602073,TESSy
Austria,AT,2021-W07,subnational,AT13,Wien,2591,307974,1897491,16230.59082,0.841304785,TESSy
Austria,AT,2021-W08,subnational,AT13,Wien,3471,312457,1897491,16466.85017,1.110872856,TESSy
Austria,AT,2021-W09,subnational,AT13,Wien,4121,332156,1897491,17505.01056,1.240682089,TESSy
Austria,AT,2021-W10,subnational,AT13,Wien,4599,340528,1897491,17946.22478,1.350549735,TESSy
Austria,AT,2021-W11,subnational,AT13,Wien,5872,279829,1897491,14747.31632,2.098424395,TESSy
Austria,AT,2021-W12,subnational,AT13,Wien,6024,401947,1897491,21183.07808,1.498705053,TESSy
Austria,AT,2021-W13,subnational,AT13,Wien,5653,427862,1897491,22548.82895,1.321220393,TESSy
Austria,AT,2021-W14,subnational,AT13,Wien,4761,365544,1897491,19264.5973,1.302442387,TESSy
Austria,AT,2021-W15,subnational,AT13,Wien,4553,497972,1897491,26243.70814,0.914308435,TESSy
Austria,AT,2021-W17,subnational,AT13,Wien,2722,443669,1897491,23381.87638,0.61352044,TESSy
Austria,AT,2021-W18,subnational,AT13,Wien,1690,1230844,1897491,64866.92163,0.137304159,TESSy
Austria,AT,2021-W19,subnational,AT13,Wien,1155,982138,1897491,51759.82389,0.117600582,TESSy
Austria,AT,2021-W20,subnational,AT13,Wien,801,1447218,1897491,76270.08508,0.05534757,TESSy
Austria,AT,2021-W21,subnational,AT13,Wien,588,1046619,1897491,55158.04818,0.056180903,TESSy
Austria,AT,2021-W22,subnational,AT13,Wien,549,1080529,1897491,56945.14493,0.050808447,TESSy
Austria,AT,2021-W23,subnational,AT13,Wien,563,1405709,1897491,74082.51212,0.040050964,TESSy
Austria,AT,2021-W24,subnational,AT13,Wien,459,1315705,1897491,69339.19581,0.03488624,TESSy
Austria,AT,2021-W25,subnational,AT13,Wien,317,1146309,1897491,60411.82804,0.027653975,TESSy
Austria,AT,2021-W26,subnational,AT13,Wien,330,1172340,1897491,61783.69225,0.028148831,TESSy
Austria,AT,2021-W27,subnational,AT13,Wien,479,817411,1897491,43078.5179,0.058599652,TESSy
Austria,AT,2021-W28,subnational,AT13,Wien,689,750563,1897491,39555.54993,0.091797757,TESSy
Austria,AT,2021-W29,subnational,AT13,Wien,705,673637,1897491,35501.45956,0.104655772,TESSy
Austria,AT,2021-W30,subnational,AT13,Wien,946,659251,1897491,34743.3005,0.14349618,TESSy
Austria,AT,2020-W50,subnational,AT21,K�rnten,1582,6296,560939,1122.403684,25.1270648,TESSy
Austria,AT,2020-W51,subnational,AT21,K�rnten,1315,7398,560939,1318.859983,17.77507434,TESSy
Austria,AT,2020-W52,subnational,AT21,K�rnten,1184,3032,560939,540.5222315,39.05013193,TESSy
Austria,AT,2020-W53,subnational,AT21,K�rnten,1242,4305,560939,767.4631288,28.85017422,TESSy
Austria,AT,2021-W01,subnational,AT21,K�rnten,1333,5167,560939,921.1340271,25.79833559,TESSy
Austria,AT,2021-W02,subnational,AT21,K�rnten,885,116825,560939,20826.68525,0.757543334,TESSy
Austria,AT,2021-W03,subnational,AT21,K�rnten,879,129582,560939,23100.90759,0.678334954,TESSy
Austria,AT,2021-W04,subnational,AT21,K�rnten,715,24345,560939,4340.044105,2.936948039,TESSy
Austria,AT,2021-W05,subnational,AT21,K�rnten,719,30233,560939,5389.712607,2.378196011,TESSy
Austria,AT,2021-W06,subnational,AT21,K�rnten,720,42797,560939,7629.528344,1.682360913,TESSy
Austria,AT,2021-W07,subnational,AT21,K�rnten,805,59246,560939,10561.93276,1.358741518,TESSy
Austria,AT,2021-W08,subnational,AT21,K�rnten,966,87636,560939,15623.08914,1.102286731,TESSy
Austria,AT,2021-W09,subnational,AT21,K�rnten,1028,38228,560939,6815.001275,2.689128388,TESSy
Austria,AT,2021-W10,subnational,AT21,K�rnten,1184,71611,560939,12766.27227,1.653377274,TESSy
Austria,AT,2021-W11,subnational,AT21,K�rnten,1028,90995,560939,16221.90648,1.129732403,TESSy
Austria,AT,2021-W12,subnational,AT21,K�rnten,1132,60488,560939,10783.34721,1.871445576,TESSy
Austria,AT,2021-W13,subnational,AT21,K�rnten,1166,87049,560939,15518.44318,1.339475468,TESSy
Austria,AT,2021-W14,subnational,AT21,K�rnten,1175,51911,560939,9254.303944,2.263489434,TESSy
Austria,AT,2021-W15,subnational,AT21,K�rnten,1075,63094,560939,11247.92535,1.703807018,TESSy
Austria,AT,2021-W17,subnational,AT21,K�rnten,818,89137,560939,15890.67617,0.917688502,TESSy
Austria,AT,2021-W18,subnational,AT21,K�rnten,587,202929,560939,36176.66092,0.289263733,TESSy
Austria,AT,2021-W19,subnational,AT21,K�rnten,404,215533,560939,38423.60756,0.187442294,TESSy
Austria,AT,2021-W20,subnational,AT21,K�rnten,246,242846,560939,43292.76445,0.101298765,TESSy
Austria,AT,2021-W21,subnational,AT21,K�rnten,163,157042,560939,27996.27054,0.10379389,TESSy
Austria,AT,2021-W22,subnational,AT21,K�rnten,133,209942,560939,37426.88599,0.06335083,TESSy
Austria,AT,2021-W23,subnational,AT21,K�rnten,81,352170,560939,62782.22766,0.023000256,TESSy
Austria,AT,2021-W24,subnational,AT21,K�rnten,39,332357,560939,59250.11454,0.01173437,TESSy
Austria,AT,2021-W25,subnational,AT21,K�rnten,11,180238,560939,32131.47954,0.006103042,TESSy
Austria,AT,2021-W26,subnational,AT21,K�rnten,5,148122,560939,26406.07981,0.003375596,TESSy
Austria,AT,2021-W27,subnational,AT21,K�rnten,38,166118,560939,29614.27178,0.022875306,TESSy
Austria,AT,2021-W28,subnational,AT21,K�rnten,91,424094,560939,75604.29922,0.021457507,TESSy
Austria,AT,2021-W29,subnational,AT21,K�rnten,136,173592,560939,30946.68048,0.078344624,TESSy
Austria,AT,2021-W30,subnational,AT21,K�rnten,194,393538,560939,70157.00459,0.049296383,TESSy
Austria,AT,2020-W50,subnational,AT22,Steiermark,2686,14749,1243052,1186.515126,18.21140416,TESSy
Austria,AT,2020-W51,subnational,AT22,Steiermark,2143,16773,1243052,1349.340172,12.77648602,TESSy
Austria,AT,2020-W52,subnational,AT22,Steiermark,1762,12196,1243052,981.1335326,14.44735979,TESSy
Austria,AT,2020-W53,subnational,AT22,Steiermark,1934,12150,1243052,977.4329634,15.91769547,TESSy
Austria,AT,2021-W01,subnational,AT22,Steiermark,1977,13860,1243052,1114.997603,14.26406926,TESSy
Austria,AT,2021-W02,subnational,AT22,Steiermark,1404,48791,1243052,3925.097261,2.877579882,TESSy
Austria,AT,2021-W03,subnational,AT22,Steiermark,1345,71806,1243052,5776.58859,1.873102526,TESSy
Austria,AT,2021-W04,subnational,AT22,Steiermark,1446,91125,1243052,7330.747225,1.586831276,TESSy
Austria,AT,2021-W05,subnational,AT22,Steiermark,1427,108180,1243052,8702.773496,1.3190978,TESSy
Austria,AT,2021-W06,subnational,AT22,Steiermark,1551,271258,1243052,21821.93504,0.571780371,TESSy
Austria,AT,2021-W07,subnational,AT22,Steiermark,1916,181835,1243052,14628.10888,1.053702533,TESSy
Austria,AT,2021-W08,subnational,AT22,Steiermark,1956,193283,1243052,15549.06794,1.011987604,TESSy
Austria,AT,2021-W09,subnational,AT22,Steiermark,2100,238436,1243052,19181.49844,0.880739486,TESSy
Austria,AT,2021-W10,subnational,AT22,Steiermark,2286,250949,1243052,20188.13372,0.910942064,TESSy
Austria,AT,2021-W11,subnational,AT22,Steiermark,2378,274289,1243052,22065.77038,0.866968781,TESSy
Austria,AT,2021-W12,subnational,AT22,Steiermark,2507,237181,1243052,19080.53726,1.056998663,TESSy
Austria,AT,2021-W13,subnational,AT22,Steiermark,2224,236863,1243052,19054.95506,0.938939387,TESSy
Austria,AT,2021-W14,subnational,AT22,Steiermark,2005,244418,1243052,19662.73334,0.820316016,TESSy
Austria,AT,2021-W15,subnational,AT22,Steiermark,2027,223017,1243052,17941.08372,0.908899322,TESSy
Austria,AT,2021-W17,subnational,AT22,Steiermark,2050,234064,1243052,18829.78347,0.875828833,TESSy
Austria,AT,2021-W18,subnational,AT22,Steiermark,1706,522467,1243052,42030.98503,0.3265278,TESSy
Austria,AT,2021-W19,subnational,AT22,Steiermark,941,517290,1243052,41614.51009,0.181909567,TESSy
Austria,AT,2021-W20,subnational,AT22,Steiermark,614,809068,1243052,65087.22081,0.075889789,TESSy
Austria,AT,2021-W21,subnational,AT22,Steiermark,399,702146,1243052,56485.64984,0.056825788,TESSy
Austria,AT,2021-W22,subnational,AT22,Steiermark,286,725551,1243052,58368.51556,0.039418318,TESSy
Austria,AT,2021-W23,subnational,AT22,Steiermark,133,883632,1243052,71085.68266,0.015051515,TESSy
Austria,AT,2021-W24,subnational,AT22,Steiermark,54,840952,1243052,67652.19798,0.006421294,TESSy
Austria,AT,2021-W25,subnational,AT22,Steiermark,34,819147,1243052,65898.04771,0.004150659,TESSy
Austria,AT,2021-W26,subnational,AT22,Steiermark,35,759567,1243052,61105.00607,0.004607888,TESSy
Austria,AT,2021-W27,subnational,AT22,Steiermark,100,746780,1243052,60076.32826,0.013390825,TESSy
Austria,AT,2021-W28,subnational,AT22,Steiermark,286,534988,1243052,43038.26389,0.053459143,TESSy
Austria,AT,2021-W29,subnational,AT22,Steiermark,225,475193,1243052,38227.9261,0.047349182,TESSy
Austria,AT,2021-W30,subnational,AT22,Steiermark,404,468744,1243052,37709.12239,0.08618777,TESSy
Austria,AT,2020-W50,subnational,AT31,Ober�sterreich,3854,14740,1482095,994.5381369,26.14654003,TESSy
Austria,AT,2020-W51,subnational,AT31,Ober�sterreich,2754,13282,1482095,896.1638761,20.73482909,TESSy
Austria,AT,2020-W52,subnational,AT31,Ober�sterreich,2499,10991,1482095,741.5853909,22.73678464,TESSy
Austria,AT,2020-W53,subnational,AT31,Ober�sterreich,2510,19253,1482095,1299.039535,13.03692931,TESSy
Austria,AT,2021-W01,subnational,AT31,Ober�sterreich,2360,12656,1482095,853.9263677,18.64728192,TESSy
Austria,AT,2021-W02,subnational,AT31,Ober�sterreich,1664,374652,1482095,25278.54152,0.4441455,TESSy
Austria,AT,2021-W03,subnational,AT31,Ober�sterreich,1512,58591,1482095,3953.255358,2.580601116,TESSy
Austria,AT,2021-W04,subnational,AT31,Ober�sterreich,1344,167786,1482095,11320.86675,0.801020347,TESSy
Austria,AT,2021-W05,subnational,AT31,Ober�sterreich,1255,154864,1482095,10448.99281,0.81038847,TESSy
Austria,AT,2021-W06,subnational,AT31,Ober�sterreich,1287,178299,1482095,12030.20049,0.72182121,TESSy
Austria,AT,2021-W07,subnational,AT31,Ober�sterreich,1722,218788,1482095,14762.07666,0.787063276,TESSy
Austria,AT,2021-W08,subnational,AT31,Ober�sterreich,1942,232853,1482095,15711.07115,0.834002568,TESSy
Austria,AT,2021-W09,subnational,AT31,Ober�sterreich,2331,290117,1482095,19574.79109,0.803468945,TESSy
Austria,AT,2021-W10,subnational,AT31,Ober�sterreich,2810,297018,1482095,20040.41576,0.946070609,TESSy
Austria,AT,2021-W11,subnational,AT31,Ober�sterreich,3080,290706,1482095,19614.53213,1.059489656,TESSy
Austria,AT,2021-W12,subnational,AT31,Ober�sterreich,3399,260987,1482095,17609.33004,1.302363719,TESSy
Austria,AT,2021-W13,subnational,AT31,Ober�sterreich,3164,253414,1482095,17098.36414,1.248549804,TESSy
Austria,AT,2021-W14,subnational,AT31,Ober�sterreich,3019,313021,1482095,21120.17111,0.964472032,TESSy
Austria,AT,2021-W15,subnational,AT31,Ober�sterreich,3005,266336,1482095,17970.23808,1.12827406,TESSy
Austria,AT,2021-W17,subnational,AT31,Ober�sterreich,2239,251143,1482095,16945.1351,0.891523952,TESSy
Austria,AT,2021-W18,subnational,AT31,Ober�sterreich,1647,687914,1482095,46414.9734,0.239419462,TESSy
Austria,AT,2021-W19,subnational,AT31,Ober�sterreich,1021,551362,1482095,37201.52892,0.185177796,TESSy
Austria,AT,2021-W20,subnational,AT31,Ober�sterreich,796,749293,1482095,50556.34086,0.106233476,TESSy
Austria,AT,2021-W21,subnational,AT31,Ober�sterreich,565,368872,1482095,24888.55303,0.153169663,TESSy
Austria,AT,2021-W22,subnational,AT31,Ober�sterreich,373,1231616,1482095,83099.66635,0.030285414,TESSy
Austria,AT,2021-W23,subnational,AT31,Ober�sterreich,239,922101,1482095,62216.05228,0.02591907,TESSy
Austria,AT,2021-W24,subnational,AT31,Ober�sterreich,95,897345,1482095,60545.71401,0.010586787,TESSy
Austria,AT,2021-W25,subnational,AT31,Ober�sterreich,85,764483,1482095,51581.24142,0.011118625,TESSy
Austria,AT,2021-W26,subnational,AT31,Ober�sterreich,70,752463,1482095,50770.22728,0.009302783,TESSy
Austria,AT,2021-W27,subnational,AT31,Ober�sterreich,145,747439,1482095,50431.24766,0.019399576,TESSy
Austria,AT,2021-W28,subnational,AT31,Ober�sterreich,293,530261,1482095,35777.80102,0.055255808,TESSy
